St: 001001; Bosphorus, Teknik Grup
St: 003304; Sosnovy Bor, Sosnovy Bor
St: 003305; Wind Surf Point, balty1
St: 003306; WindHunters
St: 003307; WindSurfPoint
St: 003308; El Palo, Málaga, San Antón, Málaga
St: 003309; Hurghada, Paradise Kitesurf - www.paradisekitesurf.cz
St: 003310; 
St: 003311; Born a. Darß, KITEN-LERNEN.DE
St: 003312; Harvey Cedars, HCWeather
St: 003313; kitesurfinglanka, kitesurfinglanka
St: 003314; Eddy 1, Eddy 1
St: 003315; Pärnu, Tervis ravispaahotell, www.spa.ee
St: 003316; FAdeA, Wallis&Gill
St: 003317; Illa de Arousa, AnemometroChuvilla
St: 003318; 
St: 003319; Albatros S.R.L. San Justo , MeteoStar Team
St: 003320; 
St: 003321; KitePower El Gouna, KitePower El Gouna
St: 003322; Fikirtepe Şua, Kat 3
St: 003323; Club Nàutic Sa Ràpita, Club Nautic Sa Rapita
St: 003324; Praia de Faro, Centro Nautico
St: 003325; Club Nàutic l'Escala, nauticescala
St: 003326; Tala Viejo-Capilla, MeteoStar Team
St: 003327; New Zealand, Wellington, Paekakariki
St: 003328; New Zealand, Wellington, Heights Road
St: 003329; Unknown spot, Unknown WG Station
St: 003330; Unknown spot, Unknown WG Station
St: 003331; Unknown spot, Unknown WG Station
St: 003332; Unknown spot, Unknown WG Station
St: 003333; Unknown spot, Unknown WG Station
St: 003334; Unknown spot, Unknown WG Station
St: 003335; Unknown spot, Unknown WG Station
St: 003336; Unknown spot, Unknown WG Station
St: 003337; Unknown spot, Unknown WG Station
St: 003338; Unknown spot, Unknown WG Station
St: 003339; Unknown spot, Unknown WG Station
St: 003340; Unknown spot, Unknown WG Station
St: 003341; Unknown spot, Unknown WG Station
St: 003342; Unknown spot, Unknown WG Station
St: 003343; Unknown spot, Unknown WG Station
St: 003344; Unknown spot, Unknown WG Station
St: 003345; Unknown spot, Unknown WG Station
St: 003346; Unknown spot, Unknown WG Station
St: 003347; Unknown spot, Unknown WG Station
St: 003348; Unknown spot, Unknown WG Station
St: 003349; Unknown spot, Unknown WG Station
St: 003350; Unknown spot, Unknown WG Station
St: 003351; Unknown spot, Unknown WG Station
St: 003352; Unknown spot, Unknown WG Station
St: 003353; Unknown spot, Unknown WG Station
St: 003354; Unknown spot, Unknown WG Station
St: 003355; Unknown spot, Unknown WG Station
St: 003356; Unknown spot, Unknown WG Station
St: 003357; Unknown spot, Unknown WG Station
St: 003358; Unknown spot, Unknown WG Station
St: 003359; Unknown spot, Unknown WG Station
St: 003360; Unknown spot, Unknown WG Station
St: 003361; Unknown spot, Unknown WG Station
St: 003362; Unknown spot, Unknown WG Station
St: 003363; Unknown spot, Unknown WG Station
St: 003364; Kalafiornia SeaSide, Kite Locales Kolobrzeg
St: 003365; Grifte Airport, Grifte
St: 003366; Brandýsek, Brandýsek
St: 003367; Scauri (LT), Lido i Delfini
St: 003368; Santo Estevão, Barr 1
St: 003369; Club Nàutic Sant Feliu de Guíxols, Club Nàutic Sant Feliu de Guíxols
St: 003370; Quarteira, Dom Jose Beach Hotel
St: 003371; Ilha de Tavira, Praia do Barril
St: 003372; General Rodríguez, Paramotor Vola
St: 003373; 
St: 003374; Racine Wisconsin, Racine Wisconsin
St: 003375; Zašová Skála
St: 003376; 
St: 003377; 
St: 003378; Ashkelon, Ashkelon Port
St: 003379; 
St: 003380; Karwia, Karwia test
St: 003381; 
St: 003382; 
St: 003383; 
St: 003384; Cordoba, test-api-windguru-esp
St: 003385; KBII, Atmesys Sport Station Karwia
St: 003386; Baza Kite Zone - Chałupy 3, KITE ZONE & PALIKI SURF - Ultrasonic - Chałupy 3
St: 003387; Culo Pero, paraisoalmar
St: 003388; 
St: 003389; Fiskebäck, GWC
St: 003390; Lake Pupuke, Windsurf.co.nz Lake Pupuke
St: 003391; TANDIL, CARLOS
St: 003392; Slapout Weather Station, Slapout, Alabama
St: 003393; Hoekipa Dijk / Bataviastrand, Hoekipa Dijk
St: 003394; 
St: 003395; Varna, RK Varna
St: 003396; Albizzate, Albizzate Meteo
St: 003397; Puntone di Scarlino, PuntoneBeach Kite School
St: 003398; Голубицкая, Голубицкая старт-1
St: 003399; Heraklion Windsurfing Club Almiros, OIH
St: 003400; Massarosa, IMASSARO5
St: 003401; Cannock Chase, CKC B22
St: 003402; 
St: 003403; 
St: 003404; 
St: 003405; France, Seignosse, Seignosse
St: 003406; Castro Marim, Estação Meteorológica de Castro Marim
St: 003407; Firmat, Firmat Met
St: 003408; E. Paturlanne, MeteoStar Team
St: 003409; Zwenkauer See, Z1-DER REVIERHAFEN
St: 003410; Zwenkauer See, Z1-DER REVIERHAFEN
St: 003411; Porto Pino, Isola di Corru Manciu
St: 003412; ., .
St: 003413; Sweden, Kalmar Län, Färjestaden, Saxnäs Kitebeach
St: 003414; Carbonia, Carbonia Via Sapri
St: 003415; Viñedos Balcarce, MeteoStar Team
St: 003416; Busalletta, Busalletta - Sulsitodisimone
St: 003417; North Ryde, North Ryde
St: 003418; Keilalahti, Keilaranta 13
St: 003419; Keilalahti, Keilaranta Laituri
St: 003420; Gyál, SoosAttila_Gyal
St: 003421; Governors, Whangamata7G
St: 003422; Sociedad Rural de Baradero II, MeteoStar Team
St: 003423; Crestline, Ohio, Kelly Park
St: 003424; Parajuru, strandkinder.at
St: 003425; Akyaka Kiteinn, Kiteinn
St: 003426; Meia Praia (Lagos), Wind Sports Center
St: 003427; Bellerby, Whitboy home
St: 003428; Matas Blancas, Matasbay, Kite Windsurf Wing
St: 003429; Carriganore, Netlabs
St: 003430; Guimarães, CT1ETE
St: 003431; Castletownbere, Castletownbere
St: 003432; Ustka, Ustka East
St: 003433; Marina del Cantábrico, escuelanauticacabomayor
St: 003434; Kfar Nachum ims, כפר נחום
St: 003435; 
St: 003436; Brylantowa, Oltaszyn, Wroclaw, Brylantowa
St: 003437; Bellvitge, Bellvitge
St: 003438; Donabate, Larkan Station
St: 003439; Estación Trybus, MeteoStar Team
St: 003440; Hoek van Holland, BeachLine Events
St: 003441; PLATO CENTER, Plato Center
St: 003442; Castellar, Castellar
St: 003443; Viewbank, Viewbank_Weather
St: 003444; Ashdod port ims, נמל אשדוד
St: 003445; Siena Heights University, Siena Heights University
St: 003446; Plato Center, CARL SCHADEN
St: 003447; Fortim, Vila Cabrinha - Cabrinha Kites
St: 003448; Taaibosch, Taaibosch
St: 003449; Pornic - Port Chéri, MétéoFred - Pornic
St: 003450; Pornic - Port Chéri, MétéoFred - Pornic
St: 003451; Brueckner Airfield, Brueckner Airfield
St: 003452; Senaugin, ISTPRE4
St: 003453; FDL Weather, FDL Weather
St: 003454; Le morne, Mauririus
St: 003455; Curitiba, WeatherLink 1
St: 003456; Kourou, Kourou Kiteapulte
St: 003457; Crendes, METEOCRENDES
St: 003458; Essex, Maryland, KMDESSEX24
St: 003459; Quark0ne, Quark0ne Weather
St: 003460; Havelock North, HBHGPC_1
St: 003461; Mobe City
St: 003462; Havelock North, HBHGPC_2
St: 003463; Lotty, Lotty
St: 003464; Strasbourg, Grad_PWS
St: 003465; Le Morne beach, Mauritius Le Morne
St: 003466; Águilas, Águilas
St: 003467; San Mayol, R75
St: 003468; Kiteriders Montenegro Ulcinj, Kiteriders Montenegro
St: 003469; Campo Experimental Facultad Cs. Agrarias, MeteoStar Team
St: 003470; Churchtown, Churchtown W
St: 003471; General Lagos, EMA GENERAL LAGOS
St: 003472; Wades Beach, Shelter Island, NY, Wades Beach
St: 003473; Markelo, Weerstation Markelo
St: 003474; iki, iki
St: 003475; PG Švihov start 480m, PG Švihov
St: 003476; EAST LAWTON, NG7P
St: 003477; Sistema de Alerta Temprana, Wallis&Gill
St: 003478; Schwarzenburg, Thom
St: 003479; Nijnezamorskoe, Hotel Zarya
St: 003480; Luční Chvojno, Fox Riders Ranch
St: 003481; Чорногірський хребет
St: 003482; Hilton Dalaman Sarigerme Resort & Spa, Hilton Dalaman Sarigerme
St: 003483; MATHIEU, TENROC-ELLIVAL
St: 003484; Sir Lowys Pass, 32firlands_park
St: 003485; Suttenbrunn, PWS-Suttenbrunn
St: 003486; KIng George Sailing Club, KGSC
St: 003487; Girne Alsancak Yelken Kulübü, GAYIK Station
St: 003488; CARIS, CARIS RETORNO
St: 003489; KBC El Gouna, KBC El Gouna
St: 003490; Bridgeview Harbour Marina, Bridgeview Harbour Marina
St: 003491; Möhlau, Gräfenhainichen, Möhlau, Werkstatt im Wald
St: 003492; ,, ,
St: 003493; port maitland ontario, Port Maitland weather station
St: 003494; La Cautiva, Don Jose
St: 003495; Jachthaven Waterland, Jachthaven Waterland
St: 003496; Low Moresby, Whitehaven, Copeland MC
St: 003497; CERZOS (BB), MeteoStar Team
St: 003498; Monte de los Gauchos, MeteoStar Team
St: 003499; Chanois, Seichamps
St: 003500; Home, KMOSAVAN24
St: 003501; Home, KMOSAVAN24
St: 003502; 
St: 003503; Okka, Muratsi küla, Saaremaa, Froggit
St: 003504; Trnovec Bartolovečki, AMP-Trnovec Bartolovečki
St: 003505; Delta del Paraná, El Dorado Kayak
St: 003506; Klip, p43g
St: 003507; Ponta Furada - Faial Island - AZORES, Nuno Corvelo - Weather Station - Faial Island
St: 003508; Bridges Hill, Makarau, AHGPC Weather station
St: 003509; Ippokrateios Politeia, meteoippol
St: 003510; CNC Noumea, CNC
St: 003511; Ponta Furada - Faial Island - AZORES, Ponta Furada - Faial Island - AZORES
St: 003512; Ponta Furada, Ponta Furada - Faial Island - AZORES
St: 003513; Esquel, Lepratte-Esquel
St: 003514; Nairn, Davis vantage Vue
St: 003515; Concon, WeewxConcon
St: 003516; Ponto Radical, Ilha Cabo, Luanda, Ponto Radical
St: 003517; Plovdiv / Trakia, stavTrakia
St: 003518; tlv, tlv
St: 003519; 
St: 003520; Unknown spot, Unknown WG Station
St: 003521; 
St: 003522; Basilio Rocha, Basilio Rocha
St: 003523; Апатиты, Apatity Tik-Guba Morji
St: 003524; Sierra Klara, MeteoStar Team
St: 003525; Miami, VK Wingfoilers
St: 003526; kayak, ALBION
St: 003527; Club Cerralvo La Ventana BCS, Club Cerralvo LV BCS
St: 003528; Whispering Hills, Lake Forest, CA USA, Lake Forest CA USA
St: 003529; Schausende, Schausende Hafen
St: 003530; Unknown spot, Unknown WG Station
St: 003531; Unknown spot, Unknown WG Station
St: 003532; Unknown spot, Unknown WG Station
St: 003533; Unknown spot, Unknown WG Station
St: 003534; Unknown spot, Unknown WG Station
St: 003535; Winchester, IL, Weather Station 62694
St: 003536; Blyth
St: 003537; Germany, Hessen, Witzenhausen, Flugplatz Burgberg
St: 003538; Heybridge Basin, Basin Road
St: 003539; Didim, TEST
St: 003540; Didim Aydin, DUJA DİDİM
St: 003541; New Zealand, Hawkes Bay, Burma Rd
St: 003542; Neot Golan, נאות גולן בבדיקות
St: 003543; Olivos, Olivos_RRR-Sports
St: 003544; Heysham, HeyEcowitt
St: 003545; La Maritxu, MeteoStar Team
St: 003546; Australia Sydney Long Reef, LONG REEF
St: 003547; Gooi en Eemland vereniging van modelvliegers, GeE van Modelvliegers
St: 003548; Marisol, Wallis&Gill
St: 003549; Club Nàutic Costa Brava, cncostabrava
St: 003550; Estación Met de Villa Ballester, MeteoStar Team
St: 003551; Summerstrand
St: 003552; 
St: 003553; PG Schwartenberg 789m n.m., Schwartenberg
St: 003554; PG Velký Javorník 900m, Velký Javorník
St: 003555; AMG Mýto letiště, AMG Mýto
St: 003556; FPV Pirna, FPV Pirna
St: 003557; PG Zlatník TOP 522m n.m., Zlatník
St: 003558; PG Suchomasty Klonk 420m n.m., Suchomasty Klonk
St: 003559; PG Podkonické Pleše 988m n.m.
St: 003560; 
St: 003561; Kasperiwx, DavisVP2
St: 003562; La Cañada, MeteoStar Team
St: 003563; 2 de mayo - EFA Jesús de Galilea, MeteoStar Team
St: 003564; La Lina, MeteoStar Team
St: 003565; Birkenhead, Kauri Point
St: 003566; East Norriton, KPAEAGLE5
St: 003567; Tagarades Thermi, weewx-sdr
St: 003568; JA The Resort, Blue Ocean Sports
St: 003569; Praia do Forte, praiadoforte
St: 003570; Praia do Forte, pf2022
St: 003571; les portes en ré, les portes
St: 003572; Escuela KItesurf Melincue, Wallis&Gill
St: 003573; Rasta Beach Kitesurfing Planet, Rasta Beach Kitesurfing Planet
St: 003574; Afferden, Weerstation Afferden
St: 003575; Геленджик, Paraplan.fun breeze
St: 003576; Stanley, SSB
St: 003577; PG Vysoká TOP 798m n.m., Vysoká
St: 003578; PRAVIO, Pravio
St: 003579; Milnerton, Mimosa Station
St: 003580; El Palomar, AlejoCambiasso
St: 003581; Santa Comba, scomba
St: 003582; Canton, KMICANTO60a
St: 003583; Corvera de Toranzo, Cantabria, webcamtoranzo.es | meteo.tend.es
St: 003584; Camara, MeteoStar Team
St: 003585; Cuesta del Viento, EOLOsurf Playa Lamaral
St: 003586; Cadiz, PWS-CAD-ID001
St: 003587; Seichamps, Chanois
St: 003588; AEROCLUB BRAGADO, MeteoStar Team
St: 003589; PG Slubica SK 1111m n.m., Slubica SK
St: 003590; Tanakajd, BognarBenceSzakdolg
St: 003591; Skala Avdiron, Xanthi, stavAvdira
St: 003592; Lloret de Vistalegre, Lloret de Vistalegre
St: 003593; Aldeanueva de la Vera, Meteogredos
St: 003594; 
St: 003595; Camino, MeteoStar Team
St: 003596; Cumbuco, Ceara, Brasil, Kitepoeira Kiteschool
St: 003597; 
St: 003598; Seichamps, chanois54
St: 003599; 
St: 003600; 
St: 003601; 
St: 003602; Santa Comba, scomba
St: 003603; Finolhu Baa Atoll Maldives, 1660
St: 003604; Dakhla Lassarga, OCEAN VAGABOND
St: 003605; Lady's Mile, Cyprus Kitesurfers // 1chip.ru sta.
St: 003606; Finca La Bonita, MeteoStar Team
St: 003607; 
St: 003608; TANGER MED, TANGER MED STATION
St: 003609; Silver Rock
St: 003610; Monte Verlaldo, IT-Verlaldo-1
St: 003611; Churchtown, CD14
St: 003612; Leinsweiler, MB-LW
St: 003613; St.Raphael Marina, KiteFlex // 1chip.ru sta.
St: 003614; Maukatia (Maori) Bay, Muriwai, Maori Bay, Muriwai
St: 003615; Eastcoast, Southeastern Weather Community
St: 003616; Marconi Sailing Club, Marconi SC
St: 003617; Heidenreichstein, Private Wetterstation Heidenreichstein
St: 003618; Agia Triada, IAGIATR
St: 003619; none
St: 003620; Bellerby, wittboy
St: 003621; Crundale, Wales, Crundale
St: 003622; 
St: 003623; windsurf, Varadero
St: 003624; Punta del Este, Parada 31, KitesurfUruguay.com
St: 003625; Clifton, Clifton Weather
St: 003626; Palics, Palicsi tó
St: 003627; Baie des Citrons, Noumea BDC
St: 003628; Babin Zub (planinarski dom), Babin Zub
St: 003629; Talayuela, Talayuela
St: 003630; Châteauvert, Chateaubert
St: 003631; Paje Beach, Zanzibar Kite Paradise
St: 003632; Panama Kite House, Panama Kite House
St: 003633; 
St: 003634; Isla Santa Maria, Isla
St: 003635; 
St: 003636; Fujisato-Machi, Fujisato
St: 003637; Ucka - Susnjevica, TakeOff Susnjevica
St: 003638; Mui Ne Bay - Surfpoint Vietnam, surfpoint-vietnam
St: 003639; Tirnavos, Tirnavos
St: 003640; Fermeda Talstation - Seceda, Fermeda Tal
St: 003641; Carloforte, ICARLO14 Carloforte
St: 003642; Viareggio, ViareggioMeteo
St: 003643; Kromolin Stary, Kromolin Stary FiA
St: 003644; Viareggio, Rastawind
St: 003645; Funes manu, Manu
St: 003646; Belgentier, Belgentier
St: 003647; ICARAI DE AMONTADA, Canto Das Aguas
St: 003648; Paso a desnivel Aeropuerto de Potosí, MeteoStar Team
St: 003649; Belgentier, La Font Sainte
St: 003650; Orsay, Station Météo Orsay
St: 003651; Infiernillo, Rambazamba
St: 003652; San Daniele del Friuli, IV3CTU
St: 003653; South Caicos, Sailrock, South Caicos
St: 003654; Antofagasta Sur, Jsur
St: 003655; Köln, Köln
St: 003656; Paço de Arcos, Escola Superior Náutica Infante D. Henrique
St: 003657; Pohénégamook, Zexxxy
St: 003658; Pohénégamook, Zexxxy station
St: 003659; Son Bou, Club Kitesurf Menorca
St: 003660; Aérodrome de Saumur, Aérodrome de Saumur
St: 003661; Viet Nam, Mui Ne, Blue Shell Resort
St: 003662; Veria, VeriaWeather
St: 003663; Bouraké, Mont Flo
St: 003664; Argentina, Buenos Aires, Martinez, Spirit Kite Beach - SKB
St: 003665; 
St: 003666; Colegio San José, Estación Colegio San José
St: 003667; Isla de la Torre, isladelatorre.es
St: 003668; Hungary, Nagyharsány, Szársomlyó
St: 003669; TITELSKI BREG, TAKEOFF TITELSKI BREG
St: 003670; CEUTA, ICEUTA15 (EA9E Meteo)
St: 003671; Mezzomonte - Folgaria -, Meteomezzomonte
St: 003672; 
St: 003673; Hillcrest, Orem, Utah, Bruce Wilson
St: 003674; CEUTA, EA9E METEO
St: 003675; CEUTA, EA9E METEO
St: 003676; Le Morne, WINDLIVE.MU – Le Morne
St: 003677; Snackpoint wimpie schotsman, Snackpoint wimpie
St: 003678; Labocania Playon kitebeach, Labocania
St: 003679; Palm Desert, Palm Desert Weather
St: 003680; Castellana Grotte, Meteo Castellana
St: 003681; Szeged, Szeged-Kiskundorozsma
St: 003682; Playon Verde, MeteoStar Team
St: 003683; surfpoint-srilanka
St: 003684; Kiskunfélegyháza, Kiskunfélegyháza dél
St: 003685; Lido di Volano, Bagno Ipanema DKWA
St: 003686; Cihlářská bouda, Cihlářka PWS
St: 003687; Kennewick, Kennewick-Zintel Canyon
St: 003688; Highgrove Estates, Highgrove Wx_Watch
St: 003689; Park Township, Holland Lakeside
St: 003690; Meir, Stoke-on-Trent, Meir, Stoke
St: 003691; Mandrem, Goa, Mandrem, Goa
St: 003692; Chelyabinsk, Shershni lake, East-coast.ru
St: 003693; Posta Sur, Wallis&Gill
St: 003694; Montross Ave, Peekskill Montross Ave
St: 003695; San Lorenzo Guimaras, Kitesurfing Guimaras
St: 003696; Mont Flo, MtFlo
St: 003697; Fanar_De_Luna/RibClub, Fanar_De_Luna
St: 003698; Lago Rapel, Divisadero9
St: 003699; Tarifa Fusballstadion, Tarifa Surf Club
St: 003700; Tarifa, Estación de vigilancia, 30min delay
St: 003701; Lisbon, Lisbon
St: 003702; Switzerland, Schwyberg
St: 003703; Winterton, Delerius-Weather
St: 003704; PIGNANS, Eléonore
St: 003705; la cadière d'azur, le Cube
St: 003706; Sa Marina, Pollensa Bay - ALCUDIA, Pura Vida Mallorca | Kitesurf & WingFoil School
St: 003707; Loomis Airport, Lone Pine Ranch
St: 003708; LOS ALCÁZARES, LOS ALCÁZARES
St: 003709; DOS HERMANAS, DOS HERMANAS
St: 003710; TALAYUELA II, TALAYUELA II
St: 003711; EL RINCON, EL RINCON
St: 003712; Hornachos, HORNACHOS
St: 003713; Cantillana, CANTILLANA
St: 003714; VIGNE DEL REY, VIGNE DEL REY
St: 003715; LA CUESTA, LA CUESTA
St: 003716; ST.RESTITUT, ST.RESTITUT
St: 003717; Cala Tirant, Club Kitesurf Menorca
St: 003718; Woodstock Road, Redland High
St: 003719; Davidsonville, KMDRIVA17
St: 003720; Castel di Sangro, iw6mkc
St: 003721; Cerro Otto, Parapente Bariloche
St: 003722; Kemiö, Kemiönsaari
St: 003723; PIGNANS, Eleonor
St: 003724; ASPACH plan d’eau, gowind_aspach
St: 003725; PIGNANS, Eleonor
St: 003726; Lajosmizse, HUN, Folplast
St: 003727; PIGNANS, Eleonor
St: 003728; Szentes, Termáltó
St: 003729; San Vicente - EFA San Vicente de Paúl, MeteoStar Team
St: 003730; Poland, Snieznica PG
St: 003731; Punta Prima, Club Kitesurf Menorca
St: 003732; Puerto de Sagunto - Valencia, HenryFab Station
St: 003733; 
St: 003734; SM El Trébol, MeteoStar Team
St: 003735; 
St: 003736; Tethieu, Tethieu
St: 003737; Wackerballig, Wackerbay
St: 003738; LMA1, MeteoStar Team
St: 003739; Grave, Weatherstation Grave
St: 003740; Seasalter, WHITS34
St: 003741; Seasalter, IWHITS34
St: 003742; Germany, Mecklenburg-Vorpommern, Dierhagen Hafen, LOOP IN School
St: 003743; EESA Nº1-Río Tala-San Pedro, MeteoStar Team
St: 003744; El Playon, Labocania
St: 003745; Crandon Park, MiamiKiteBoarding
St: 003746; Loberia, LMAPS
St: 003747; VALDEFUENTES I, VALDEFUENTES I
St: 003748; Switzerland, Solothurn, Lommiswil, passagierflüge.ch
St: 003749; Wingham, ON, CKNX Radio
St: 003750; KD5ROK, Cory Elliot
St: 003751; Голубицкая старт, Голубицкая
St: 003752; Civitavecchia, Meteo Civitavecchia
St: 003753; Kemp Branná - KANAK, Branná kemp
St: 003754; Punta Chame, Panama Kite Center
St: 003755; Pura Vida Mallorca - Sa Marina, Alcudia, Pura Vida Mallorca
St: 003756; Velipoje, Albania, Albanian Water Sports
St: 003757; 
St: 003758; 
St: 003759; 
St: 003760; 
St: 003761; 
St: 003762; Pulkovo, Pulkovo
St: 003763; Yeysk, Yeysk - simplekite.ru
St: 003764; concepción del uruguay, Luciano Catriel
St: 003765; AT Fohnsdorf Hoehn 1070m, AT Fohnsdorf Hoehn 1070m
St: 003766; 
St: 003767; 
St: 003768; 
St: 003769; 
St: 003770; 
St: 003771; 
St: 003772; 
St: 003773; 
St: 003774; 
St: 003775; 
St: 003776; 
St: 003777; 
St: 003778; 
St: 003779; Oakland, Alternative3
St: 003780; Neuharlingersiel, Windloop
St: 003781; Spinasanta, Sciclikite
St: 003782; Bushy Wood, Bushy Wood
St: 003783; Donostia - Polloe, Donostia - Polloe, Gipuzkoa (ES)
St: 003784; PAROS-ALYKI, PAROS-ALYKI
St: 003785; Fikirtepe_EliteConcept, fikirtepe
St: 003786; Leon, La Chantría, EA1ZO
St: 003787; SE Ziteks Udde, SE Ziteks Udde
St: 003788; Foerdekiter-Test, Foerdekiter-Test
St: 003789; Haacht, Belgium, Weerstation Haacht
St: 003790; Domdidier, meteo_danaklab_domdidier
St: 003791; 
St: 003792; Renkum, Bravodelta
St: 003793; mulhacen, mulhacen
St: 003794; Rio colorado, Cesar rodrigo Izaguirre
St: 003795; Jászszentlászló, Jászszentlászló
St: 003796; Las Bayas, Elche_Las Bayas
St: 003797; Langeraarse Plassen, Surfclub Ter Aar
St: 003798; Praia do Forte, BA, praiadoforte
St: 003799; Arzon, Arzon
St: 003800; WSV Goeree, WaterSportVereniging Goeree
St: 003801; Haringvlietdam, Haringvlietdam
St: 003802; Nitra, DIY Station
St: 003803; Cañada Marta, MeteoStar Team
St: 003804; Rakitna Cross
St: 003805; Lido di Camaiore, FrogSurfSchool_WeatherStation
St: 003806; Satem San Bernardo, MeteoStar Team
St: 003807; Ostrava-Poruba, WH1080
St: 003808; Sarona, Sarona
St: 003809; Israel, Zichron, Zichron
St: 003810; Porto Botte, bak test
St: 003811; Gualdo Tadino, Monte Serrasanta
St: 003812; Santo Tome, Emilio Gabriel Martinez
St: 003813; Santo Tome, Obrador
St: 003814; Test PNWS, PNWS TEst
St: 003815; 
St: 003816; Ust-kyrdum(1chip.ru), Saratov kyrdum
St: 003817; Spain, La Jara (UCA)
St: 003818; Vélez-Málaga, IES Juan de la Cierva
St: 003819; Antoine's backyard next to farmland, Beloeil
St: 003820; West Mersea, Dabchicks Sailing Club
St: 003821; Kaliszanskie Lake (Kamienica), Plaża (TEST)
St: 003822; SANT PERE PESCADOR, FASEWIND
St: 003823; Taboo Beach, Taboo Kiteboarding
St: 003824; Ses Salines, Club Nàutic Fornells
St: 003825; Lelystad, Lelystad - Nederlandse Kitesurf Vereniging
St: 003826; Near CFA Sunbury, Puting the I in Why
St: 003827; Dahab, Happy Kite/Soul Kiters Dahab
St: 003828; Garganosurf Vieste, Garganosurf Cala zzurra
St: 003829; Arocena Rey de la Racha, Wallis&Gill
St: 003830; Maria Susana, MSUSANA23
St: 003831; Siminy, Siminy-PG
St: 003832; Supertubos, @SURFBALEAL
St: 003833; Winterton, Delerius-Weather
St: 003834; Vogeleiland de Kreupel, Vogeleiland de Kreupel
St: 003835; Jachthaven Waterland Monnickendam, Jachthaven Waterland
St: 003836; ouistreham, ouistreham
St: 003837; Shui Hau Wan, Shui Hau Wan
St: 003838; Navy Pier, Navy Pier
St: 003839; Prasonisi, Kite Praso
St: 003840; La Betun, MeteoStar Team
St: 003841; Monteros, MarbellaKITESCHOOL.com
St: 003842; Port Gentil, Gabon, 1563
St: 003843; Algueirão, Sintra, XPTO
St: 003844; EusebiaRC, MeteoStar Team
St: 003845; CADO, Centro Aeromodelista del Oeste
St: 003846; 
St: 003847; MAJANICHO - North-Shore, FP - fuerteventuraplayas
St: 003848; Essaouira, ION CLUB
St: 003849; Seichamps, Station Seichamps
St: 003850; Lispersteenweg Boechout, Bart Pues
St: 003851; Icarus surfclub Zeebrugge, Januskop
St: 003852; PNTest, PNTest
St: 003853; Bahía de Asunción, Bahia-CHK
St: 003854; Kiteloop - IKO Kiteboarding Centre Montenegro, Live Wind Ulcinj - WeatherFlow
St: 003855; MeteoGR, MeteoStar Team
St: 003856; Milos, Andrei Gapejev
St: 003857; Las Victorias, Las Victorias
St: 003858; Yas Island, Yas Kite Area
St: 003859; Costanera Norte
St: 003860; CNSB Lago Azul
St: 003861; Bol, KiteSchoolBol & Kitelife
St: 003862; Muntinlupa City, Kuwago PK-001
St: 003863; Gümüşdere Kilyos, Via Kiteboard & Surf Club
St: 003864; Back Garden, SS17WeatherVue
St: 003865; Cornudella de Montsant, CORNUDELLA
St: 003866; Boao Nick Kite School, 博鳌尼克风筝风翼俱乐部
St: 003867; PG Kozákov 734m.n.m, PG Kozákov
St: 003868; PG Černá hora 1243m, PG Černá hora
St: 003869; Scheemda, Scheemda
St: 003870; bravoodelta, bravoodelta
St: 003871; Puerto Piray - Escuela 677, MeteoStar Team
St: 003872; Collierville, Collierville
St: 003873; Deiva Marina, Deiva Marina Beach
St: 003874; Varna, Asparuhovo, CC Varna
St: 003875; Varna, Lesport
St: 003876; Nesebar
St: 003877; Ka'banya kite surf, Ka'banya
St: 003878; San Zeno in Montagna, VR, Italy, VLS Decollo M. Belpo
St: 003879; Bukhan mountain shelter, Bukhan
St: 003880; Gaziveren,Aphrodite surf club, GAYIK2 Station
St: 003881; Zeni (DRF), MeteoStar Team
St: 003882; Rio Real Playa, Quickflash 2
St: 003883; Wijk bij Duurstede, WbD-wadl-NL
St: 003884; Kite Buen Hombre, Kite Buen Hombre
St: 003885; Switzerland, Charmey, Vounetz, Charmey Vounetz
St: 003886; MEGASURF, Megasurf Windguru
St: 003887; LOSS VIAL, MeteoStar Team
St: 003888; Diga Sud Chioggia - Sottomarina, ventodigasudchioggia
St: 003889; Tres Lagunas, MeteoStar Team
St: 003890; Abborrkroken, abborrkroken.nu
St: 003891; Ile Perrot, J0539h
St: 003892; San Justo Santa Fe Argentina, WS_FerCasa
St: 003893; San Justo Santa Fe Argentina, WS_FerCasa
St: 003894; San Justo Santa Fe Argentina, WS_FerCasaSJ3040
St: 003895; Wortham Ling, Defenderdogs
St: 003896; Diga Sud Chioggia - Sottomarina, Diga Sottomarina
St: 003897; San Justo Santa Fe Argentina, WS_FerCasaSJ
St: 003898; CREEK SALE, CK01
St: 003899; Morrungulo Diving Peri Peri, Peri Peri
St: 003900; Jastarnia, KRZYSZTOF SAK
St: 003901; Sidi ifni
St: 003902; Uithuizerwad
St: 003903; Stroommeetpaal Eemshaven
St: 003904; AWG platform
St: 003905; 
St: 003906; Huibertgat
St: 003907; Terschelling Noordzee
St: 003908; L9 platform
St: 003909; Nes
St: 003910; F3 platform
St: 003911; 
St: 003912; 
St: 003913; 
St: 003914; 
St: 003915; 
St: 003916; 
St: 003917; 
St: 003918; 
St: 003919; 
St: 003920; 
St: 003921; 
St: 003922; 
St: 003923; 
St: 003924; 
St: 003925; 
St: 003926; 
St: 003927; 
St: 003928; 
St: 003929; 
